Licensee Name,DBA,License #,Street Address,City,Zip,Operation,location
HERBAL OPTIONS LLC,GOOD MEDS,403-01118,866 Navajo Street,Denver,80204,Medical,866 Navajo Street Denver CO 80204
HERBAL OPTIONS LLC,GOOD MEDS ENGLEWOOD,403-01116,880 Navajo Street,Denver,80204,Medical,880 Navajo Street Denver CO 80204
KIND PAIN MANAGEMENT INC,KIND PAIN MANAGEMENT,403-01609,1001 Tejon Street,Denver,80204,Medical,1001 Tejon Street Denver CO 80204
MILE HIGH THERAPEUTIC NETWORK LLC,,403-00295,900 North Vallejo Street,Denver,80204,Medical,900 North Vallejo Street Denver CO 80204
MILE HIGH THERAPEUTIC NETWORK LLC,ALTITUDE WEST,403R-00012,900 Vallejo Street,Denver,80204,Retail,900 Vallejo Street Denver CO 80204
ROCKY MOUNTAIN FARMACY INC,ROCKY MOUNTAIN FARMACY INC,403R-00011,695 Bryant Street,Denver,80204,Retail,695 Bryant Street Denver CO 80204
ROCKY MOUNTAIN FARMACY INC,THE SHELTER,403-00246,695 Bryant Street Unit 400,Denver,80204,Medical,695 Bryant Street Unit 400 Denver CO 80204
ROCKY MOUNTAIN FARMACY INC,THE RETREAT,403-00244,"695 Bryant Street, Unit 600",Denver,80204,Medical,"695 Bryant Street, Unit 600 Denver CO 80204"
STAYCON LLC,CRAFT,403-01546,"688 Bryant Street, Suites 100-104, 200",Denver,80204,Medical,"688 Bryant Street, Suites 100-104, 200 Denver CO 80204"
THE GREEN SOLUTION LLC,,403-00179,2600 West Barberry Place,Denver,80204,Medical,2600 West Barberry Place Denver CO 80204
THE PURPLE DRAGON LLC,THE PURPLE DRAGON,403-00029,1237 Shoshone Street,Denver,80204,Medical,1237 Shoshone Street Denver CO 80204
TREE LINE PREMIER NEDERLAND LLC,TREE LINE PREMIER,403-01427,688 Bryant Street,Denver,80204,Medical,688 Bryant Street Denver CO 80204
WALKING RAVEN II LLC,WALKING RAVEN II,403R-00073,"875 Navajo Street, Parcel B",Denver,80204,Retail,"875 Navajo Street, Parcel B Denver CO 80204"
WESTERN REMEDIES LLC,,403R-00005,"777 Canosa Court, Suite 102",Denver,80204,Retail,"777 Canosa Court, Suite 102 Denver CO 80204"
WESTERN REMEDIES LLC,,403-00270,"777 Canosa Court, Units 102/104",Denver,80204,Medical,"777 Canosa Court, Units 102/104 Denver CO 80204"
TETRAHYDROCENTER LLC,TETRAHYDRO CENTER LLC,403R-00075,221 North Wyandot Street,Denver,80203,Retail,221 North Wyandot Street Denver CO 80203
TETRAHYDROCENTER LLC,,403-00662,221 Wyandot Street,Denver,80203,Medical,221 Wyandot Street Denver CO 80203
SMMS LLC,,403R-00566,6995 Imboden Road,Watkins,80137,Retail,6995 Imboden Road Watkins CO 80137
AMERICAN WHOLESALE LLC,PALMER LAKE WELLNESS CENTER,403-00666,855 Highway 105,Palmer Lake,80133,Medical,855 Highway 105 Palmer Lake CO 80133
PREMIER ORGANICS LLC,,403R-00513,850 A&B Commerical Lane,Palmer Lake,80133,Retail,850 A&B Commerical Lane Palmer Lake CO 80133
I & S LLC,SILVER STEM FINE CANNABIS,403-00679,1086 West Littleton Boulevard,Littleton,80122,Medical,1086 West Littleton Boulevard Littleton CO 80122
MOTHER NATURES MIRACLE LLC,,403-00240,315 West Littleton Boulevard,Littleton,80120,Medical,315 West Littleton Boulevard Littleton CO 80120
NATURES KISS CANNABIS SERVICES HEALTH & WELLNESS,NATURES KISS,403-00643,4332 South Broadway,Englewood,80113,Medical,4332 South Broadway Englewood CO 80113
BUDDIES WELLNESS LLC,LA BODEGA,403-01470,"4695 South Windermere, Units A & B",Englewood,80110,Medical,"4695 South Windermere, Units A & B Englewood CO 80110"
MEDICAL MJ SUPPLY LLC,BESTCOLORADOMEDS.ORG,403R-00203,4800 Lamar Street,Wheat Ridge,80033,Retail,4800 Lamar Street Wheat Ridge CO 80033
MEDICAL MJ SUPPLY LLC,Medical MJ Supply,403-00578,4800 Lamar Street Unit B 1st Floor,Wheat Ridge,80033,Medical,4800 Lamar Street Unit B 1st Floor Wheat Ridge CO 80033
MEDICAL MJ SUPPLY LLC,BESTCOLORADOMEDS.ORG,403R-00202,4845 Van Gordon S,Wheat Ridge,80033,Retail,4845 Van Gordon S Wheat Ridge CO 80033
MEDICAL MJ SUPPLY LLC,,403-01337,4845 Van Gordon Street,Wheat Ridge,80033,Medical,4845 Van Gordon Street Wheat Ridge CO 80033
HERBAL WELLNESS LLC,HERBAL WELLNESS LLC,403-01050,"1224 Commerce Court, Unit 7,",Lafayette,80026,Medical,"1224 Commerce Court, Unit 7, Lafayette CO 80026"
HERBAL WELLNESS LLC,,403R-00282,"1224 Commerce Court, Units 4 & 5",Lafayette,80026,Retail,"1224 Commerce Court, Units 4 & 5 Lafayette CO 80026"
OPTIONS MEDICAL CENTER WR LLC,OPTIONS,403R-00294,"1700 South 120th Street, #B1",Lafayette,80026,Retail,"1700 South 120th Street, #B1 Lafayette CO 80026"
OPTIONS MEDICAL CENTER WR LLC,OPTIONS,403-01647,"1700 South 120th Street, Unit B1, B2, B3A",Lafayette,80026,Medical,"1700 South 120th Street, Unit B1, B2, B3A Lafayette CO 80026"
RINO SUPPLY CO INC,,403-01200,10452 Isabelle Road,Lafayette,80026,Medical,10452 Isabelle Road Lafayette CO 80026
SKINNY PINEAPPLE INC,THE FARM,403R-00275,"1265 Rock Creek Circle, Suite A",Lafayette,80026,Retail,"1265 Rock Creek Circle, Suite A Lafayette CO 80026"
SKINNY PINEAPPLE INC,THE FARM,403R-00276,"1265 Rock Creek Circle, Suite B",Lafayette,80026,Retail,"1265 Rock Creek Circle, Suite B Lafayette CO 80026"
BEDDOR CLAUDE LLC,CHRONIC THERAPY,403R-00593,"482 Laredo Street, Unit P-T",Aurora,80011,Retail,"482 Laredo Street, Unit P-T Aurora CO 80011"
CANNABIS MAXIMUS LLC,CANNABIS MAXIMUS,403R-00588,"472 Laredo Street, Unit L",Aurora,80011,Retail,"472 Laredo Street, Unit L Aurora CO 80011"
DEBEST CONSULTING LLC,TREE HOUSE,403R-00349,"482 Laredo Street, Unit A-M and O",Aurora,80011,Retail,"482 Laredo Street, Unit A-M and O Aurora CO 80011"
IBANNABI INC,IBANNABI INC,403R-00472,"472 Laredo Street, A-J & P-S",Aurora,80011,Retail,"472 Laredo Street, A-J & P-S Aurora CO 80011"
JOSEPH ARTHUR BOTANICALS LLC,,403R-00358,"714 N. Ventura Street, Bldg1 Ste B&C, Bldg 2 Ste B&C",Aurora,80011,Retail,"714 N. Ventura Street, Bldg1 Ste B&C, Bldg 2 Ste B&C Aurora CO 80011"
PEAK 5280 LLC,,403R-00477,13800 East Moncrieff Place,Aurora,80011,Retail,13800 East Moncrieff Place Aurora CO 80011
REVERED INC,,403R-00480,3590 Revere Street,Aurora,80011,Retail,3590 Revere Street Aurora CO 80011
SAN TOURE LLC,,403R-00389,"765 N Telluride St, Unit B15",Aurora,80011,Retail,"765 N Telluride St, Unit B15 Aurora CO 80011"
PI STRATEGIES INC,,403R-00350,"11900 E 33rd Avenue, Suite 2",Aurora,80010,Retail,"11900 E 33rd Avenue, Suite 2 Aurora CO 80010"
